City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Caravelas,BR,-17.7125,-39.2481,74.66,57,100,8.08,overcast clouds
348,Salta,AR,-24.7859,-65.4117,78.58,25,0,1.99,clear sky
349,Okato,NZ,-39.2,173.8833,43.68,86,2,4.41,clear sky
350,Ibra,OM,22.6906,58.5334,90.86,45,56,4.32,broken clouds
351,Kpandae,GH,8.4689,-0.0113,79.72,66,97,7.61,overcast clouds
352,Ekpoma,NG,6.7421,6.139,71.49,86,100,5.01,overcast clouds
353,Norman Wells,CA,65.282,-126.8329,59.04,88,90,11.5,light rain
354,Esil,KZ,51.9556,66.4042,77.43,38,58,8.77,broken clouds
355,Jalu,LY,29.0331,21.5482,91.51,25,0,9.95,clear sky
356,Tura,IN,25.5198,90.2201,75.13,93,100,5.68,overcast clouds
357,Manokwari,ID,-0.8667,134.0833,78.46,78,72,3.71,broken clouds
358,Yaan,NG,7.3833,8.5667,72.64,94,99,3.11,moderate rain
359,Sambava,MG,-14.2667,50.1667,70.47,80,9,11.68,clear sky
360,Sisophon,KH,13.5859,102.9737,76.53,92,100,6.17,light rain
361,La Asuncion,VE,11.0333,-63.8628,87.53,66,93,16.11,overcast clouds
362,Poum,NC,-20.2333,164.0167,71.55,82,100,10.89,overcast clouds
363,Namatanai,PG,-3.6667,152.4333,77.79,84,75,7.0,broken clouds
364,Bambous Virieux,MU,-20.3428,57.7575,71.85,73,75,6.91,broken clouds
365,Ahipara,NZ,-35.1667,173.1667,49.1,85,0,3.02,clear sky
366,Towada,JP,40.6127,141.2067,74.21,97,28,0.56,scattered clouds
367,Gladstone,AU,-23.85,151.25,66.13,82,90,3.44,overcast clouds
368,Ostrovnoy,RU,68.0531,39.5131,43.79,91,100,14.99,overcast clouds
369,Arman,RU,59.7,150.1667,53.26,96,100,1.36,overcast clouds
370,Kashi,CN,39.4547,75.9797,83.23,34,63,4.27,broken clouds
371,Cockburn Town,TC,21.4612,-71.1419,87.76,66,40,16.11,scattered clouds
372,Belyy Yar,RU,53.6039,91.3903,71.49,73,0,8.95,clear sky
373,La Rioja,ES,42.25,-2.5,80.04,27,100,9.24,overcast clouds
374,Torbay,CA,47.6666,-52.7314,63.88,91,75,6.91,broken clouds
375,Ambanja,MG,-13.6833,48.45,70.18,84,51,2.01,light rain
376,Dingle,PH,10.9995,122.6711,78.67,81,100,12.3,overcast clouds
377,Hualmay,PE,-11.0964,-77.6139,68.18,71,11,10.78,few clouds
378,Mnogovershinnyy,RU,53.9353,139.9242,67.69,77,81,3.53,broken clouds
379,Kabompo,ZM,-13.5927,24.2008,64.74,28,100,5.21,overcast clouds
380,Villa Maria,AR,-32.4075,-63.2402,78.08,28,61,7.96,broken clouds
381,Khani,GE,41.9563,42.9566,60.37,97,84,0.18,broken clouds
382,Sicamous,CA,50.8331,-118.9856,75.11,30,61,5.21,broken clouds
383,Pocone,BR,-16.2567,-56.6228,98.89,15,0,6.76,clear sky
384,Port Blair,IN,11.6667,92.75,81.52,84,95,19.57,overcast clouds
385,Marsh Harbour,BS,26.5412,-77.0636,83.5,70,100,7.05,overcast clouds
386,Punta Alta,AR,-38.8759,-62.0736,56.23,59,99,19.71,overcast clouds
387,Conceicao Do Araguaia,BR,-8.2578,-49.2647,91.53,35,0,9.22,clear sky
388,Bobcaygeon,CA,44.5462,-78.542,80.15,33,9,5.99,clear sky
389,Dharchula,IN,29.85,80.5333,73.0,91,47,3.18,scattered clouds
390,Nago,JP,26.5881,127.9761,80.76,92,100,36.6,overcast clouds
391,Zamora,EC,-4.0692,-78.9567,83.44,56,70,6.53,light rain
392,Boa Vista,BR,2.8197,-60.6733,87.78,62,75,10.36,broken clouds
393,Porto Seguro,BR,-16.4497,-39.0647,75.72,64,40,10.36,scattered clouds
394,Indianola,US,41.3581,-93.5574,91.06,64,26,12.88,scattered clouds
395,Eyl,SO,7.9803,49.8164,78.69,75,94,27.22,overcast clouds
396,San Vicente,AR,-26.6167,-54.1333,78.71,24,0,6.71,clear sky
397,Vanavara,RU,60.34,102.2797,58.19,81,36,2.04,scattered clouds
398,Kungurtug,RU,50.5994,97.5228,64.62,67,100,3.11,overcast clouds
399,Genhe,CN,50.7833,121.5167,60.55,99,77,3.13,broken clouds
400,Port-Gentil,GA,-0.7193,8.7815,76.96,73,90,9.22,overcast clouds
401,Aitape,PG,-3.1374,142.3475,77.74,88,100,4.18,light rain
402,Nome,US,64.5011,-165.4064,49.15,86,23,7.85,few clouds
403,Tolaga Bay,NZ,-38.3667,178.3,51.89,85,91,5.17,overcast clouds
404,Selfoss,IS,63.9331,-20.9971,55.29,99,100,9.89,overcast clouds
405,Kamal,ID,-7.1678,112.7192,76.89,77,7,2.89,clear sky
406,Gisborne,NZ,-38.6533,178.0042,46.94,82,94,3.29,overcast clouds
407,Sabang,ID,5.8933,95.3214,83.73,77,98,21.74,overcast clouds
408,Scarborough,GB,54.2797,-0.4044,66.9,78,79,1.01,broken clouds
409,Fairbanks,US,64.8378,-147.7164,65.61,80,93,3.91,overcast clouds
410,Plettenberg Bay,ZA,-34.0527,23.3716,51.1,76,15,7.72,few clouds
411,Bogorodskoye,RU,56.55,37.8833,61.79,61,89,8.39,overcast clouds
412,Mondovi,IT,44.396,7.8176,82.15,88,87,4.0,overcast clouds
413,Denpasar,ID,-8.65,115.2167,76.66,88,20,3.44,few clouds
414,Batticaloa,LK,7.7102,81.6924,82.62,61,91,7.61,overcast clouds
415,Hobbs,US,32.7026,-103.136,88.47,55,91,5.01,overcast clouds
416,Muros,ES,42.7762,-9.0603,69.1,77,6,8.28,clear sky
417,Hashtrud,IR,37.4779,47.0508,76.14,41,0,6.2,clear sky
418,Sao Felix Do Xingu,BR,-6.6447,-51.995,96.21,21,5,6.35,clear sky
419,Youghal,IE,51.95,-7.8506,74.88,76,100,4.9,overcast clouds
420,Zainsk,RU,55.3195,52.0694,65.39,67,66,2.71,broken clouds
421,Hailey,US,43.5196,-114.3153,65.05,20,0,7.0,clear sky
422,Sibolga,ID,1.7427,98.7792,77.22,83,98,3.33,overcast clouds
423,Myitkyina,MM,25.3833,97.4,75.47,99,96,0.67,overcast clouds
424,San Pedro,PH,14.35,121.0167,81.63,89,90,10.36,moderate rain
425,Hofn,IS,64.2539,-15.2082,53.62,94,90,4.61,mist
426,Ler,SS,8.3018,30.1418,79.02,70,86,3.11,overcast clouds
427,Sobolevo,RU,54.4299,31.8996,60.89,91,63,6.89,broken clouds
428,Berlevag,NO,70.8578,29.0864,44.78,87,100,31.7,overcast clouds
429,High Level,CA,58.5169,-117.136,66.31,72,75,8.05,smoke
430,Isangel,VU,-19.55,169.2667,74.43,88,10,4.61,clear sky
431,Panacan,PH,9.2463,118.4082,80.85,81,100,5.26,overcast clouds
432,Makinsk,KZ,52.6292,70.4169,70.36,45,5,5.48,clear sky
433,Mkushi,ZM,-13.6202,29.3939,60.6,74,58,11.03,broken clouds
434,Atar,MR,20.5169,-13.0499,103.44,15,0,12.88,clear sky
435,Russell,US,32.3502,-85.1999,90.79,40,0,3.78,clear sky
436,Lorengau,PG,-2.0226,147.2712,81.05,81,55,5.26,broken clouds
437,Marquette,US,46.5333,-87.6335,81.68,59,88,1.01,overcast clouds
438,Ust-Maya,RU,60.4167,134.5333,62.1,81,89,3.98,overcast clouds
439,Araouane,ML,18.9048,-3.5265,96.19,33,84,9.31,broken clouds
440,Pechory,RU,57.8164,27.6119,65.66,56,82,5.37,broken clouds
441,Kirby,US,29.4633,-98.3856,90.88,65,20,8.01,few clouds
442,Voh,NC,-20.9667,164.7,67.44,87,42,1.68,scattered clouds
443,Strezhevoy,RU,60.7333,77.5889,75.18,65,9,9.78,clear sky
444,Vrangel,RU,42.7297,133.0839,73.53,95,92,3.29,overcast clouds
445,Ajdabiya,LY,30.7554,20.2263,82.33,57,0,21.77,clear sky
446,Ullapool,GB,57.8987,-5.1604,78.35,61,78,2.62,broken clouds
447,Leshan,CN,29.5623,103.7639,75.34,96,79,2.3,broken clouds
448,Chara,RU,56.9064,118.2631,59.86,87,100,3.87,light rain
449,Kroya,ID,-7.6331,109.2461,76.51,85,78,8.32,broken clouds
450,Kenai,US,60.5544,-151.2583,57.15,89,88,1.68,overcast clouds
451,Lazaro Cardenas,MX,17.9583,-102.2,88.34,65,97,2.13,overcast clouds
452,Clyde River,CA,70.4692,-68.5914,37.63,87,90,26.46,overcast clouds
453,Martinsville,US,36.6915,-79.8725,87.15,57,1,3.44,clear sky
454,Ternate,ID,0.8,127.4,81.75,81,97,9.15,overcast clouds
455,Homa Bay,KE,-0.5273,34.4571,68.5,68,2,5.21,clear sky
456,Edd,ER,13.9297,41.6925,87.57,68,92,11.05,light rain
457,Lodja,CD,-3.4833,23.4333,82.0,28,92,2.64,overcast clouds
458,Kryve Ozero,UA,47.9524,30.3493,67.03,63,3,6.78,clear sky
459,Esmeraldas,BR,-19.7625,-44.3139,76.06,27,0,11.41,clear sky
460,Pacific Grove,US,36.6177,-121.9166,70.43,84,40,7.0,scattered clouds
461,Takaka,NZ,-40.85,172.8,43.97,89,12,3.29,few clouds
462,Iquitos,PE,-3.7481,-73.2472,91.29,38,49,4.23,scattered clouds
463,Mount Pleasant,US,32.7941,-79.8626,90.3,76,40,1.01,scattered clouds
464,Port Keats,AU,-14.25,129.55,70.09,80,15,3.0,few clouds
465,Fort Nelson,CA,58.8053,-122.7002,68.27,42,98,7.96,overcast clouds
466,Opole Lubelskie,PL,51.1478,21.969,75.78,71,49,6.2,scattered clouds
467,Kussnacht,CH,47.0856,8.4421,83.75,60,75,2.3,broken clouds
468,Dovers,VC,12.8833,-61.1833,82.02,79,86,12.59,overcast clouds
469,Quatre Cocos,MU,-20.2078,57.7625,69.1,70,24,11.01,few clouds
470,Puntarenas,CR,9.9763,-84.8384,87.53,61,66,3.71,broken clouds
471,Susurluk,TR,39.9136,28.1578,76.84,62,11,12.91,few clouds
472,Tahta,EG,26.7693,31.5021,94.68,19,0,11.32,clear sky
473,Payakumbuh,ID,-0.2202,100.6308,70.11,95,77,3.62,broken clouds
474,Malangali,TZ,-8.5667,34.85,61.39,57,48,13.89,scattered clouds
475,Gat,IL,31.61,34.7642,81.28,100,0,8.28,clear sky
476,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,65.97,96,85,7.05,overcast clouds
477,Goderich,CA,43.7501,-81.7165,80.04,61,34,7.78,scattered clouds
478,Aykhal,RU,66.0,111.5,57.42,83,53,10.51,broken clouds
479,Honiara,SB,-9.4333,159.95,75.92,87,45,4.21,scattered clouds
480,Chingirlau,KZ,51.095,54.0814,65.39,86,100,3.29,overcast clouds
481,Boende,CD,-0.2167,20.8667,82.96,40,98,0.85,overcast clouds
482,La Romana,DO,18.4273,-68.9728,89.96,70,75,9.22,broken clouds
483,Katete,UG,-0.7818,29.7544,68.77,59,27,3.24,scattered clouds
484,Xiamen,CN,24.4798,118.0819,78.69,90,68,6.93,light rain
485,Buchanan,LR,5.8808,-10.0467,78.76,81,100,9.8,light rain
486,Deqing,CN,30.5448,119.9599,78.76,94,97,5.23,light rain
487,Balotra,IN,25.8333,72.2333,82.27,68,100,11.3,light rain
488,Amapa,BR,1.0,-52.0,83.3,64,62,2.64,broken clouds
489,Zhezkazgan,KZ,47.8043,67.7144,83.28,24,0,7.52,clear sky
490,Avdon,RU,54.6667,55.7167,63.72,77,0,4.47,clear sky
491,Rio Grande,BR,-32.035,-52.0986,80.94,62,9,5.93,clear sky
492,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,76.6,46,6,3.49,clear sky
493,Champerico,GT,14.3,-91.9167,93.76,68,99,5.93,overcast clouds
494,Lakselv,NO,70.0513,24.9718,51.62,62,75,20.71,broken clouds
495,Timizart,DZ,36.8,4.2667,93.22,27,0,3.6,clear sky
496,Santiago Del Estero,AR,-27.7951,-64.2615,82.8,24,0,15.1,clear sky
497,Kyabe,TD,9.4515,18.9449,75.79,78,52,4.88,broken clouds
498,Marzuq,YE,14.4,46.4667,75.04,77,92,6.22,overcast clouds
499,Puerto Ayacucho,VE,5.6639,-67.6236,81.82,81,77,5.17,broken clouds
500,Willemstad,CW,12.1084,-68.9335,81.12,84,60,22.01,broken clouds
501,Cururupu,BR,-1.8283,-44.8683,86.13,55,31,5.32,scattered clouds
502,Tres Arroyos,AR,-38.3739,-60.2798,63.75,35,100,12.64,overcast clouds
503,Dibulla,CO,11.2725,-73.3091,91.44,57,87,5.84,overcast clouds
504,Bloomfield,US,40.8068,-74.1854,84.9,44,20,1.99,few clouds
505,Agadez,NE,19.75,10.25,98.2,17,3,7.78,clear sky
506,Halifax,CA,44.6453,-63.5724,69.53,81,75,9.22,thunderstorm
507,Rawson,AR,-43.3002,-65.1023,54.05,31,0,22.77,clear sky
508,Najran,SA,17.4924,44.1277,81.9,45,99,14.83,overcast clouds
509,Bud,US,39.447,-86.1758,86.04,74,56,6.33,broken clouds
510,Peniche,PT,39.3558,-9.3811,74.73,80,30,11.43,scattered clouds
511,Tilichiki,RU,60.4667,166.1,49.1,91,75,2.57,broken clouds
512,Cabedelo,BR,-6.9811,-34.8339,79.47,75,26,17.83,scattered clouds
513,Vlore,AL,40.4667,19.4897,76.71,56,0,7.58,clear sky
514,Sedalia,US,38.7045,-93.2283,89.64,62,1,3.0,clear sky
515,Katsuura,JP,35.1333,140.3,81.1,84,21,1.19,few clouds
516,San Jose,US,37.3394,-121.895,86.54,54,1,4.61,clear sky
517,Abashiri,JP,44.0213,144.2697,67.95,86,19,7.25,few clouds
518,Ephrata,US,40.1798,-76.1788,83.48,51,12,1.01,few clouds
519,Christiansburg,US,37.1298,-80.4089,84.74,50,1,0.0,clear sky
520,Meulaboh,ID,4.1363,96.1285,78.46,86,99,3.67,overcast clouds
521,Los Llanos De Aridane,ES,28.6585,-17.9182,73.13,78,20,21.85,few clouds
522,Santa Ana,US,33.7456,-117.8678,93.7,70,90,4.0,overcast clouds
523,Cumberland,US,35.0502,-78.8664,89.69,58,20,6.91,few clouds
524,Bartica,GY,6.4,-58.6167,84.29,82,94,2.26,overcast clouds
525,Mercedes,AR,-34.6515,-59.4307,76.03,45,77,5.23,broken clouds
526,Chikwawa,MW,-16.0335,34.8009,69.49,73,66,12.39,broken clouds
527,Sayaxche,GT,16.5167,-90.1667,87.69,52,82,1.59,broken clouds
528,Sergeyevka,KZ,53.88,67.4158,77.27,42,54,13.18,broken clouds
529,Chuka,KE,-0.3332,37.6459,66.07,68,88,2.35,overcast clouds
530,Truro,GB,50.2653,-5.0544,71.96,82,0,10.36,clear sky
531,Komsomolskiy,UZ,40.4272,71.7189,83.12,34,41,4.61,scattered clouds
532,Dan Khun Thot,TH,15.2085,101.7714,81.59,79,100,12.48,moderate rain
533,Baraboo,US,43.4711,-89.7443,89.15,61,40,1.99,scattered clouds
534,Guaimaro,CU,21.05,-77.35,90.57,53,17,9.48,few clouds
535,Batagay-Alyta,RU,67.8006,130.4114,58.98,75,100,3.18,overcast clouds
536,Tongliao,CN,43.6125,122.2653,74.37,73,7,12.73,clear sky
537,Sioux Lookout,CA,50.1001,-91.917,88.99,41,97,10.71,overcast clouds
538,Kavaratti,IN,10.5669,72.642,82.51,81,98,21.81,overcast clouds
539,Zandvoort,NL,52.3749,4.5341,71.94,63,20,10.36,few clouds
540,Poso,ID,-1.3959,120.7524,76.3,88,89,3.04,overcast clouds
541,Pisco,PE,-13.7,-76.2167,64.02,80,27,11.52,scattered clouds
542,Coquimbo,CL,-29.9533,-71.3436,56.07,74,100,4.94,overcast clouds
543,Kamenka,RU,51.3223,42.7678,63.97,58,1,6.46,clear sky
544,Xai-Xai,MZ,-25.0519,33.6442,62.91,59,66,18.16,broken clouds
545,Hammerfest,NO,70.6634,23.6821,46.13,87,90,18.41,light intensity drizzle
546,Shulan,CN,44.4167,126.95,72.55,73,93,5.03,overcast clouds
547,Alice Springs,AU,-23.7,133.8833,44.15,57,0,5.75,haze
548,Ferrol,ES,43.4832,-8.2369,68.52,85,28,1.01,scattered clouds
549,Fernley,US,39.608,-119.2518,91.47,14,13,3.8,few clouds
550,Grand Forks,US,47.9417,-97.4337,92.88,26,71,12.53,broken clouds
551,Sint-Gillis-Waas,BE,51.228,4.1206,77.32,65,40,3.0,scattered clouds
552,Saint-Pierre,RE,-21.3393,55.4781,69.48,68,0,9.22,clear sky
553,Tuy Hoa,VN,13.0833,109.3,81.28,70,100,15.39,overcast clouds
554,Luwuk,ID,-0.9516,122.7875,74.35,82,99,5.37,overcast clouds
555,Paita,PE,-5.0892,-81.1144,71.8,70,46,14.2,scattered clouds
556,Te Anau,NZ,-45.4167,167.7167,39.56,93,86,1.28,overcast clouds
557,Pandamatenga,BW,-18.5278,25.627,59.36,21,81,4.56,broken clouds
558,Kamina,CD,-8.7386,24.9906,69.42,37,55,4.47,broken clouds
559,Fereydun Kenar,IR,36.6864,52.5225,84.25,67,0,7.23,clear sky
560,Beloha,MG,-25.1667,45.05,63.81,58,83,9.98,broken clouds
561,Esna,EG,25.2934,32.554,95.14,19,0,10.71,clear sky
562,Bodden Town,KY,19.2833,-81.25,89.6,73,20,5.99,few clouds
563,Baiyin,CN,36.5583,104.2081,73.65,63,0,6.96,clear sky
564,Peru,US,40.7537,-86.0689,86.59,75,29,9.01,scattered clouds
565,Waipawa,NZ,-41.4122,175.5153,41.63,89,0,4.34,clear sky
566,Tyubuk,RU,56.0552,60.9405,60.44,72,100,4.41,overcast clouds
567,Nhulunbuy,AU,-12.2333,136.7667,68.61,94,8,3.44,clear sky
568,Piacabucu,BR,-10.4056,-36.4344,78.22,69,20,10.89,few clouds
569,Hay River,CA,60.8156,-115.7999,59.18,91,100,10.92,light rain
570,Acapulco,MX,16.8634,-99.8901,87.71,64,51,4.63,broken clouds
571,Kharagauli,GE,42.0214,43.1977,64.76,99,80,1.86,broken clouds
572,Olafsvik,IS,64.8945,-23.7142,52.27,97,100,9.71,overcast clouds
573,Igarka,RU,67.4667,86.5833,65.19,60,99,20.58,overcast clouds
574,Huesca,ES,42.1362,-0.4087,93.11,33,0,13.0,clear sky
575,Maceio,BR,-9.6658,-35.7353,80.04,69,75,4.61,broken clouds
576,Porto Santo,PT,33.072,-16.3415,75.11,73,40,14.97,scattered clouds
577,San Roque,ES,36.2107,-5.3842,81.43,61,0,2.3,clear sky
578,Westport,US,41.1415,-73.3579,84.06,48,2,1.01,clear sky
579,Dawei,MM,14.0833,98.2,78.62,93,100,7.18,light rain
580,Hami,CN,42.8,93.45,87.76,38,95,11.36,overcast clouds
581,Baykit,RU,61.67,96.37,62.4,85,80,1.59,broken clouds
582,Brownsburg,US,39.8434,-86.3978,85.8,70,75,1.99,broken clouds
583,Tsiroanomandidy,MG,-18.7667,46.0333,62.04,58,31,3.74,scattered clouds
584,Raahe,FI,64.6833,24.4833,57.29,58,96,8.28,overcast clouds
585,Virginia Beach,US,36.8529,-75.978,85.1,49,99,5.35,overcast clouds
586,Comodoro Rivadavia,AR,-45.8667,-67.5,52.0,34,0,24.25,clear sky
587,Yining,CN,29.0361,114.5636,74.16,98,10,2.77,clear sky
588,Chodavaram,IN,17.8333,82.95,78.64,81,100,5.88,overcast clouds
589,Terme,TR,41.2092,36.9739,70.39,79,5,7.94,clear sky
590,Kahului,US,20.8947,-156.47,78.84,88,62,10.0,broken clouds
591,Wasilla,US,61.5814,-149.4394,61.93,74,90,3.44,overcast clouds
592,Celestun,MX,20.8667,-90.4,87.42,66,57,15.43,broken clouds
593,Mastic Beach,US,40.7668,-72.8521,84.22,48,1,4.0,clear sky
594,Smolenskoye,RU,52.3044,85.0781,62.67,94,94,6.29,overcast clouds
595,Vengerovo,RU,55.6848,76.7471,66.0,70,28,5.28,scattered clouds
596,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,70,23,7.92,few clouds
597,Sur,OM,22.5667,59.5289,94.01,53,48,12.46,scattered clouds
598,Banda Aceh,ID,5.5577,95.3222,81.5,78,99,13.98,overcast clouds
599,Salaga,GH,8.5508,-0.5188,81.59,60,73,9.24,broken clouds
600,Farmington,US,36.7281,-108.2187,88.11,48,1,14.97,clear sky
601,Tsivilsk,RU,55.8611,47.4664,63.61,73,78,5.5,broken clouds
602,Marystown,CA,47.1666,-55.1483,66.85,100,97,7.0,overcast clouds
603,Fos-Sur-Mer,FR,43.4377,4.9446,88.65,54,0,19.57,clear sky
604,Rozkishne,UA,48.5074,39.3004,68.92,49,3,9.31,clear sky
605,Xining,CN,36.6167,101.7667,66.42,62,36,2.73,scattered clouds
606,Morlaix,FR,48.5833,-4.0,68.32,80,90,12.66,overcast clouds
607,Biskamzha,RU,53.4497,89.5272,60.73,94,98,3.11,overcast clouds
608,Sars,RU,56.5502,57.1366,55.54,86,90,3.0,overcast clouds
609,Honningsvag,NO,70.9821,25.9704,46.15,81,75,29.93,broken clouds
610,Tual,ID,-5.6667,132.75,79.81,81,100,15.73,overcast clouds
611,Newark,US,40.7357,-74.1724,84.9,42,40,1.99,scattered clouds
612,Cheremukhovo,RU,60.3484,59.9851,53.08,78,74,3.4,broken clouds
613,Venado,MX,22.9333,-101.0833,74.41,37,2,12.64,clear sky
614,Ureki,GE,41.9956,41.7786,71.56,82,7,10.78,clear sky
615,Palmas,BR,-10.2128,-48.3603,91.27,33,0,9.22,clear sky
616,Verkhnevilyuysk,RU,63.4453,120.3167,60.21,76,100,5.48,overcast clouds
617,Cananeia,BR,-25.0147,-47.9267,69.08,69,1,6.49,clear sky
618,Samarai,PG,-10.6167,150.6667,79.61,85,82,8.25,broken clouds
619,Lethem,GY,3.3803,-59.7968,85.86,69,49,4.68,scattered clouds
620,Melnikovo,RU,56.5558,84.085,65.16,77,97,4.99,overcast clouds
621,Kushnarenkovo,RU,55.105,55.3508,64.78,62,100,3.94,overcast clouds
622,Darnah,LY,32.767,22.6367,78.53,69,0,17.9,clear sky
623,Montauban,FR,44.0833,1.5,83.08,60,96,9.86,overcast clouds
624,Nouadhibou,MR,20.931,-17.0347,68.32,88,0,22.08,clear sky
625,Cayenne,GF,4.9333,-52.3333,83.08,82,40,3.0,scattered clouds
626,Mana,GF,5.6592,-53.7767,80.53,83,31,10.6,scattered clouds
627,Koumra,TD,8.9126,17.5539,75.15,81,75,3.69,broken clouds
628,Manor,IN,19.75,72.9167,80.87,87,100,12.1,overcast clouds
629,Bata,GQ,1.8639,9.7658,77.0,81,78,12.8,broken clouds
630,Oktyabrskiy,RU,54.4815,53.471,64.81,50,100,2.86,overcast clouds
631,Kathmandu,NP,27.7167,85.3167,70.02,100,75,6.91,broken clouds
632,Koumac,NC,-20.5667,164.2833,69.82,83,55,6.89,broken clouds
633,Taylorville,US,39.5489,-89.2945,88.18,66,40,4.61,scattered clouds
634,Lerwick,GB,60.1545,-1.1494,55.4,84,27,8.28,scattered clouds
635,Shankargarh,IN,25.1833,81.6167,89.62,62,99,9.46,overcast clouds
636,Vostok,RU,46.4856,135.8833,69.6,83,50,4.03,scattered clouds
637,Tromso,NO,69.6496,18.957,50.65,87,75,14.97,broken clouds
638,Liberia,LR,6.5,-9.5,71.04,97,100,2.84,overcast clouds
639,Yibin,CN,28.7667,104.6238,77.79,95,56,2.57,light rain
640,The Hague,NL,52.0767,4.2986,73.94,69,16,5.99,few clouds
641,Nyurba,RU,63.2842,118.3319,57.25,84,95,4.47,overcast clouds
642,Polis,CY,35.0367,32.4264,80.42,84,0,5.03,clear sky
643,Craig,US,40.5153,-107.5464,77.18,34,90,7.94,overcast clouds
644,Krasnoselkup,RU,65.7,82.4667,71.2,67,85,25.43,light rain
645,Along,IN,28.1667,94.7667,76.01,96,17,1.68,few clouds
646,Mata,PT,40.683,-7.4592,72.93,42,100,11.77,overcast clouds
647,Salinas,US,36.6777,-121.6555,70.83,72,40,0.0,scattered clouds
648,Seminole,US,28.7086,-81.2081,96.08,61,73,10.04,moderate rain
649,Minot,US,48.2325,-101.2963,88.12,43,86,4.0,overcast clouds
650,Dir,PK,35.2058,71.8756,73.74,59,2,3.85,clear sky
651,Luba,GQ,3.4568,8.5547,76.64,87,99,9.1,light rain
652,Umm Kaddadah,SD,13.6017,26.6876,93.78,32,89,7.2,overcast clouds
653,Kilindoni,TZ,-7.9139,39.6668,77.0,73,4,17.38,clear sky
654,Leh,IN,34.1667,77.5833,68.61,37,47,5.61,scattered clouds
655,Fort Wellington,GY,6.4,-57.6,84.76,71,96,7.4,overcast clouds
656,Juneau,US,58.3019,-134.4197,57.22,96,100,3.71,light rain
657,Suntar,RU,62.1444,117.6319,58.03,90,94,5.28,overcast clouds
658,Kyra,RU,49.5776,111.9753,55.89,90,62,4.81,broken clouds
659,Freital,DE,51.0017,13.6488,76.5,53,0,5.75,clear sky
660,Tautira,PF,-17.7333,-149.15,73.42,69,7,11.9,clear sky
661,Zhigansk,RU,66.7697,123.3711,59.27,61,22,6.08,few clouds
662,Panjakent,TJ,39.4952,67.6093,84.0,25,13,5.79,few clouds
663,Mayo,US,38.8876,-76.5119,87.12,45,47,1.01,scattered clouds
664,San Cristobal,VE,7.7669,-72.225,81.21,56,94,7.63,overcast clouds
665,Mahibadhoo,MV,3.7833,72.9667,83.03,75,83,8.41,broken clouds
666,Andenes,NO,69.3143,16.1194,53.08,87,75,9.22,broken clouds
667,Anaconda,US,46.1285,-112.9423,76.96,15,0,13.09,clear sky
